"transaction_id","cardholder_id","card_id","merchant_id","transaction_date","merchant_category","transaction_amount","merchant_country","entry_mode","transaction_currency"
"349","11180","10989","6515","2025-12-09","grocery","8389.58","ae","wallet","usd"
"350","16406","15366","4240","2025-10-14","gaming","5375.72","mx","manual_keyed","gbp"
"351","11573","10665","4018","2025-07-04","gaming","1103.04","fr","chip","usd"
"352","9292","23064","4326","2025-04-29","cash_advance","2843.8","uk","manual_keyed","eur"
"353","7533","2271","6694","2025-04-03","digital_services","3934.86","de","manual_keyed","gbp"
"354","8190","2308","5078","2025-05-20","travel","2214.1","br","chip","usd"
"355","2648","12323","9305","2025-06-03","grocery","1306.78","us","manual_keyed","eur"
"356","11398","1852","12263","2025-08-31","electronics","6428.04","de","wallet","usd"
"357","8525","21467","11248","2025-07-14","fuel","4848.83","fr","ecommerce","cad"
"358","10473","20468","8675","2025-05-17","jewelry","4412.48","uk","chip","usd"
"359","10152","7491","12259","2025-01-13","gaming","6627.3","mx","wallet","eur"
"360","16021","1092","14847","2025-04-10","digital_services","3451.85","fr","manual_keyed","cad"
"361","4769","19087","1544","2025-08-09","travel","1474.14","us","chip","gbp"
"362","2908","18996","9105","2025-04-19","gaming","8467.49","br","manual_keyed","cad"
"363","11479","15777","9223","2025-03-17","digital_services","7056.69","br","chip","usd"
"364","8252","10272","9870","2025-06-22","cash_advance","1698.57","de","wallet","eur"
"365","12185","8054","6051","2025-03-06","digital_services","978.97","fr","ecommerce","gbp"
"366","8482","2812","14207","2025-05-14","electronics","5940.59","us","chip","usd"
"367","8170","10942","7758","2025-05-07","grocery","3730.72","ae","manual_keyed","gbp"
"368","6500","354","10243","2025-01-17","digital_services","3055.58","mx","wallet","gbp"
"369","7125","4318","3367","2025-11-28","digital_services","4298.36","uk","ecommerce","gbp"
"370","2841","10571","6928","2025-06-28","travel","1972.11","fr","manual_keyed","eur"
"371","16297","3358","3839","2025-09-23","gaming","6199.38","ae","ecommerce","gbp"
"372","8284","10471","2967","2025-09-28","electronics","1462.63","ae","ecommerce","gbp"
"373","1044","17944","10319","2025-10-01","fuel","6401.68","mx","contactless","gbp"
"374","17289","12101","6511","2025-09-10","jewelry","3403.2","sg","manual_keyed","eur"
"375","527","137","1022","2025-10-23","travel","9306.82","us","chip","eur"
"376","6679","15998","5031","2025-02-23","gaming","1562.88","br","chip","cad"
"377","5224","21166","5987","2025-02-28","cash_advance","300.43","sg","contactless","cad"
"378","16236","13607","14675","2025-02-11","grocery","7807.53","us","manual_keyed","usd"
"379","7229","1239","11894","2025-02-26","gaming","6693.44","fr","manual_keyed","eur"
"380","17474","4613","4106","2025-01-22","cash_advance","6345.57","us","wallet","gbp"
"381","16008","7088","1220","2025-04-21","jewelry","9382.58","sg","manual_keyed","cad"
"382","4753","2992","4942","2025-12-01","grocery","4307.78","de","contactless","gbp"
"383","3960","16845","6781","2025-10-20","travel","4196.14","us","chip","eur"
"384","5659","3530","10050","2025-07-22","jewelry","5066.54","fr","ecommerce","gbp"
"385","4900","22198","1363","2025-07-21","electronics","7772.22","de","wallet","gbp"
"386","11005","7829","6765","2025-03-15","jewelry","7918.77","sg","manual_keyed","usd"
"387","4525","5078","6409","2025-10-14","jewelry","2848.15","de","wallet","eur"
"388","8410","1005","2932","2025-11-13","grocery","7286.97","us","contactless","usd"
"389","16412","20260","10468","2025-02-12","jewelry","9216.07","uk","chip","eur"
"390","13016","24278","9582","2025-06-28","gaming","7927.96","uk","chip","gbp"
"391","952","17801","13408","2025-02-01","electronics","8090.26","us","contactless","gbp"
"392","7874","6708","11708","2025-07-29","electronics","6390.66","br","ecommerce","eur"
"393","13776","6250","9453","2025-10-28","jewelry","7995.19","fr","chip","eur"
"394","10861","16199","3667","2025-10-23","digital_services","1121.87","us","wallet","eur"
"395","9429","18393","14794","2025-01-04","gaming","458.17","mx","ecommerce","gbp"
"396","9530","17948","42","2025-01-29","cash_advance","1410.09","uk","chip","cad"
"397","1445","18039","10271","2025-11-18","jewelry","6222.23","us","contactless","gbp"
"398","11578","19565","5489","2025-09-21","cash_advance","1368.73","de","manual_keyed","cad"
"399","16442","3253","2851","2025-04-28","digital_services","1344.68","ae","ecommerce","gbp"
"400","3533","14875","14320","2025-07-27","electronics","6957.26","sg","manual_keyed","eur"
"401","2159","24204","9209","2025-05-01","cash_advance","2882.11","fr","ecommerce","usd"
"402","14840","20679","3636","2025-11-07","fuel","6865.86","ae","contactless","eur"
"403","704","4370","14578","2025-05-23","travel","1380.54","uk","ecommerce","usd"
"404","16675","6923","8128","2025-12-08","gaming","7154.96","uk","chip","eur"
"405","14616","6504","6707","2025-01-17","electronics","928.55","us","manual_keyed","cad"
"406","11912","19082","3795","2025-11-03","electronics","1923.23","br","ecommerce","eur"
"407","16651","3994","4034","2025-09-17","fuel","7154.48","uk","manual_keyed","cad"
"408","13850","13665","12380","2025-08-12","travel","1674.04","mx","chip","gbp"
"409","12479","3925","14859","2025-01-16","fuel","1999.65","ae","contactless","gbp"
"410","5652","22800","398","2025-02-28","digital_services","6838.77","mx","manual_keyed","usd"
"411","651","15571","3765","2025-11-13","gaming","8930.74","uk","ecommerce","gbp"
"412","8515","15077","2688","2025-03-10","cash_advance","7492.53","ae","wallet","usd"
"413","5127","12013","12137","2025-06-08","gaming","1519.15","uk","ecommerce","eur"
"414","363","18616","2907","2025-09-13","fuel","1415.51","sg","ecommerce","gbp"
"415","17268","13783","13864","2025-08-01","digital_services","5769.04","fr","wallet","eur"
"416","8419","10011","4736","2025-09-04","cash_advance","3374.56","sg","wallet","cad"
"417","11565","5733","8920","2025-08-16","fuel","3761.23","fr","wallet","usd"
"418","10133","17023","1898","2025-07-06","jewelry","1382.83","de","ecommerce","eur"
"419","9614","11368","904","2025-01-31","cash_advance","1733.86","ae","manual_keyed","eur"
"420","4337","7","1748","2025-12-31","jewelry","9194.81","uk","ecommerce","cad"
"421","11732","13573","10738","2025-08-31","digital_services","3923.18","br","chip","cad"
"422","14286","15094","5047","2025-12-08","fuel","7591.31","uk","manual_keyed","eur"
"423","3200","10654","5334","2025-02-02","grocery","1677.35","de","wallet","usd"
"424","10906","23795","4854","2025-12-31","jewelry","2650.21","mx","chip","eur"
"425","14073","2168","2037","2025-02-18","cash_advance","4933.59","br","contactless","usd"
"426","2648","3094","6477","2025-02-24","gaming","6436.93","fr","chip","cad"
"427","2312","15076","3059","2025-01-13","digital_services","3367.97","fr","wallet","gbp"
"428","6582","17117","7412","2025-09-14","cash_advance","8773.31","ae","wallet","gbp"
"429","12793","5606","3111","2025-11-30","travel","3336.18","us","contactless","cad"
"430","5757","15518","8382","2025-12-25","grocery","9258.64","de","ecommerce","eur"
"431","11747","17243","1625","2025-07-10","travel","4298.29","de","contactless","cad"
"432","11640","765","6657","2025-06-25","travel","6082.98","uk","ecommerce","cad"
"433","8078","2147","7448","2025-04-12","grocery","3813.9","br","ecommerce","eur"
"434","7239","10","4440","2025-10-16","cash_advance","8347.12","uk","wallet","cad"
"435","1984","5128","4319","2025-07-21","grocery","5402.69","uk","ecommerce","cad"
"436","10423","2901","12757","2025-04-24","digital_services","4124.61","uk","ecommerce","gbp"
"437","3430","14788","9512","2025-04-28","jewelry","3117.57","ae","manual_keyed","usd"
"438","14552","9667","12762","2025-04-16","cash_advance","4787.5","uk","contactless","cad"
"439","6402","17228","2578","2025-03-01","fuel","2425.08","uk","contactless","gbp"
"440","13126","284","14484","2025-04-27","travel","3278.27","fr","contactless","gbp"
"441","15648","16667","3114","2025-02-06","travel","8809.61","de","ecommerce","gbp"
"442","14632","4109","9474","2025-02-20","fuel","7027.42","uk","ecommerce","cad"
"443","7027","11790","14785","2025-03-18","grocery","6994.23","fr","contactless","cad"
"444","16209","7992","3197","2025-04-25","jewelry","5555.51","mx","contactless","cad"
"445","2655","2067","11999","2025-11-07","jewelry","7017.54","de","contactless","eur"
"446","12701","19429","10960","2025-02-26","cash_advance","7393.06","br","ecommerce","gbp"
"447","13876","18296","13673","2025-09-07","travel","7461.09","mx","manual_keyed","usd"
"448","2004","15918","8613","2025-01-21","gaming","8361.28","br","manual_keyed","cad"
"449","854","6222","1232","2025-12-24","grocery","1323.34","fr","ecommerce","usd"
"450","15874","13505","14052","2025-11-19","digital_services","1921.29","br","contactless","usd"
"451","17907","2666","8829","2025-01-24","travel","2853.32","ae","manual_keyed","usd"
"452","15271","9081","525","2025-12-18","fuel","161.83","sg","manual_keyed","gbp"
"453","13470","5465","11531","2025-02-14","travel","6025.63","uk","chip","usd"
"454","4724","21746","11329","2025-08-20","travel","1801.53","ae","manual_keyed","cad"
"455","6640","6764","12845","2025-06-17","grocery","4094.79","sg","contactless","eur"
"456","8869","18088","2480","2025-04-19","jewelry","3941.4","us","contactless","eur"
"457","14031","8981","4235","2025-01-24","digital_services","1368.45","de","manual_keyed","eur"
"458","2846","16099","8774","2025-07-02","electronics","3997.93","br","manual_keyed","usd"
"459","7274","9401","4993","2025-08-24","grocery","1637.91","sg","contactless","eur"
"460","15746","9265","12278","2025-12-17","travel","617.92","uk","contactless","usd"
"461","10992","18853","12528","2025-01-03","jewelry","1077.66","de","ecommerce","gbp"
"462","9392","23218","3647","2025-02-07","travel","8691.11","br","chip","gbp"
"463","7594","5941","8805","2025-11-06","travel","5136.45","sg","manual_keyed","cad"
"464","594","305","14381","2025-11-27","cash_advance","7305.02","sg","chip","cad"
"465","583","17003","7390","2025-10-30","grocery","9111.91","de","manual_keyed","eur"
"466","11825","19232","4130","2025-10-04","travel","3923.97","mx","ecommerce","eur"
"467","4553","12578","231","2025-02-25","electronics","4795.0","mx","wallet","usd"
"468","16268","16466","14271","2025-09-17","electronics","263.95","de","wallet","eur"
"469","3408","3608","1422","2025-03-25","fuel","8839.05","mx","ecommerce","gbp"
"470","11343","692","11442","2025-03-28","gaming","6848.73","us","ecommerce","cad"
"471","12201","8412","12553","2025-02-16","electronics","4651.77","ae","contactless","gbp"
"472","16790","19637","5024","2025-01-19","jewelry","696.56","fr","ecommerce","usd"
"473","8809","20940","14365","2025-02-17","grocery","8436.05","mx","ecommerce","usd"
"474","5292","17616","11641","2025-06-29","cash_advance","2717.76","br","chip","eur"
"475","17313","7250","4191","2025-11-21","cash_advance","4733.1","de","ecommerce","eur"
"476","9634","6597","208","2025-06-30","travel","7557.0","ae","chip","eur"
"477","5905","11021","6667","2025-10-13","jewelry","3.64","sg","contactless","usd"
"478","10345","14229","2028","2025-02-06","grocery","333.07","us","wallet","usd"
"479","5314","23094","8870","2025-10-09","travel","4462.11","br","manual_keyed","eur"
"480","8024","8111","8246","2025-09-07","grocery","4488.44","br","chip","gbp"
"481","4770","14967","5482","2025-05-19","fuel","1960.47","us","wallet","gbp"
"482","2315","112","13010","2025-08-02","jewelry","8352.84","us","chip","cad"
"483","4595","22812","7352","2025-02-11","electronics","9301.46","br","chip","usd"
"484","15334","7244","6342","2025-05-14","travel","7573.77","sg","wallet","usd"
"485","17473","12427","542","2025-11-24","electronics","8273.88","de","wallet","gbp"
"486","8299","7376","13888","2025-01-26","gaming","5318.94","ae","manual_keyed","eur"
"487","2078","23294","11902","2025-05-15","jewelry","4119.22","us","chip","eur"
"488","16681","2938","3839","2025-10-13","gaming","3450.92","us","chip","cad"
"489","15900","7533","12231","2025-03-08","fuel","6342.89","uk","wallet","usd"
"490","9612","16803","5448","2025-08-05","fuel","8580.22","uk","wallet","cad"
"491","10066","22660","3686","2025-05-11","fuel","1742.73","fr","ecommerce","eur"
"492","12615","10014","3487","2025-10-22","jewelry","249.89","mx","contactless","gbp"
"493","11150","20458","4304","2025-08-26","grocery","5139.47","br","wallet","eur"
"494","1160","15006","4988","2025-03-04","jewelry","3206.64","de","manual_keyed","usd"
"495","11945","10557","4467","2025-01-19","jewelry","3952.03","fr","wallet","eur"
"496","10643","17046","14650","2025-04-04","fuel","5701.85","sg","manual_keyed","cad"
"497","3844","1594","7261","2025-10-14","fuel","3159.68","br","contactless","usd"
"498","9447","13285","2748","2025-07-28","cash_advance","5820.28","uk","manual_keyed","gbp"
"499","2807","23991","4813","2025-04-25","travel","3130.48","mx","wallet","eur"
"500","3469","21030","598","2025-11-30","fuel","8710.49","br","manual_keyed","eur"
"501","9848","9911","2626","2025-02-16","cash_advance","8112.97","ae","manual_keyed","cad"
"502","1352","12066","9163","2025-07-30","cash_advance","6652.26","us","ecommerce","eur"
"503","4754","11893","750","2025-01-28","electronics","216.58","sg","wallet","eur"
"504","11624","10311","10208","2025-05-24","cash_advance","317.94","ae","manual_keyed","eur"
"505","7894","7083","173","2025-11-05","jewelry","4950.05","br","wallet","gbp"
"506","14508","3691","488","2025-08-25","electronics","545.97","uk","ecommerce","usd"
"507","14949","23716","11832","2025-10-31","cash_advance","3443.03","br","chip","eur"
"508","6730","5364","6898","2025-02-24","gaming","3708.2","mx","wallet","usd"
"509","13119","2174","6036","2025-01-21","fuel","5323.66","us","chip","usd"
"510","16810","9446","5469","2025-08-18","gaming","8813.78","de","contactless","eur"
"511","8286","12136","12353","2025-08-08","jewelry","4992.51","us","chip","cad"
"512","17817","16121","5695","2025-07-03","fuel","7977.56","fr","wallet","cad"
"513","17708","13779","12515","2025-04-12","fuel","7078.97","sg","wallet","usd"
"514","5209","3059","8255","2025-01-19","gaming","4798.0","uk","manual_keyed","eur"
"515","4878","4098","11723","2025-10-28","digital_services","7215.46","mx","manual_keyed","cad"
"516","4556","14420","2630","2025-11-20","jewelry","93.73","de","contactless","cad"
"517","14163","11909","2504","2025-10-03","electronics","1168.2","mx","chip","eur"
"518","7602","5961","4960","2025-12-02","digital_services","2328.78","ae","contactless","eur"
"519","10850","17039","9573","2025-06-07","fuel","5692.17","fr","manual_keyed","cad"
"520","1392","16656","11277","2025-08-03","gaming","4762.6","uk","wallet","gbp"
"521","16431","11650","3447","2025-11-19","cash_advance","5945.45","br","manual_keyed","eur"
"522","15268","2047","604","2025-03-29","electronics","5010.33","fr","wallet","gbp"
"523","1717","11325","11895","2025-09-28","gaming","3802.73","uk","chip","eur"
